tournament,tier,round,start_date,host_country,player_a,player_a_nat,player_b,player_b_nat,player_a_won,score,player_a_seed,player_b_seed,is_walkover
India Open Super Series 2015,500,quarterfinals,2015-03-24,India,Xue Song,China,Kashyap Parupalli,India,1,"15-16, 21-21, 21-21",0,0,0
India Open Super Series 2015,500,second round,2015-03-24,India,Kashyap Parupalli,India,Xue Song,China,0,"21-17, 21-11",0,0,0
India Open Super Series 2015,500,second round,2015-03-24,India,Xue Song,China,Chou Tien-chen,Chinese Taipei,1,"21-14, 21-16",0,4,0
India Open Super Series 2015,500,semifinals,2015-03-24,India,Xue Song,China,Wong Wing Ki,Hong Kong,0,"16-16, 12-13",0,0,0
India Open Super Series 2015,500,semifinals,2015-03-24,India,Srikanth Kidambi,India,Takuma Ueda,Japan,1,"21-21, 21-21",2,0,0
India Open Super Series 2015,500,second round,2015-03-24,India,Takuma Ueda,Japan,Joachim Persson,Denmark,1,,0,0,0
India Open Super Series 2015,500,quarterfinals,2015-03-24,India,Takuma Ueda,Japan,Kento Momota,Japan,0,,0,0,0
India Open Super Series 2015,500,quarterfinals,2015-03-24,India,Srikanth Kidambi,India,Marc Zwiebler,Germany,1,,2,0,0
India Open Super Series 2015,500,second round,2015-03-24,India,Kento Momota,Japan,Tanongsak Saensomboonsuk,Thailand,0,,0,0,0
India Open Super Series 2015,500,semifinals,2015-03-24,India,Viktor Axelsen,Denmark,Tommy Sugiarto,Indonesia,1,"22-24, 17-11",6,8,1
India Open Super Series 2015,500,final,2015-03-24,India,Viktor Axelsen,Denmark,Srikanth Kidambi,India,0,"18-21, 21-13, 21-12",6,2,0
India Open Super Series 2015,500,semifinals,2015-03-24,India,Xue Song,China,Srikanth Kidambi,India,0,"21-16, 21-13",0,2,0
Malaysia Open Super Series Premier 2015,750,first round,2015-03-31,Malaysia,Chen Long,China,Takuma Ueda,Japan,1,"22-20, 21-16",1,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Chen Long,China,Lee Dong-keun,South Korea,1,,1,0,0
Malaysia Open Super Series Premier 2015,750,quarterfinals,2015-03-31,Malaysia,Chen Long,China,Viktor Axelsen,Denmark,1,,1,6,0
Malaysia Open Super Series Premier 2015,750,quarterfinals,2015-03-31,Malaysia,Kento Momota,Japan,Hu Yun,Hong Kong,0,,0,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Hu Yun,Hong Kong,Boonsak Ponsana,Thailand,0,"17-6, 10-9",0,0,0
Malaysia Open Super Series Premier 2015,750,semifinals,2015-03-31,Malaysia,Chen Long,China,Son Wan-ho,South Korea,1,"21-14, 21-8",1,3,0
Malaysia Open Super Series Premier 2015,750,semifinals,2015-03-31,Malaysia,Wang Zhengming,China,Xue Song,China,0,"21-18, 21-16",0,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Xue Song,China,Hsu Jen-hao,Chinese Taipei,1,,0,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Hsu Jen-hao,Chinese Taipei,Marc Zwiebler,Germany,0,,0,0,0
Malaysia Open Super Series Premier 2015,750,quarterfinals,2015-03-31,Malaysia,Xue Song,China,Chou Tien-chen,Chinese Taipei,0,"11-16, 11-16",0,7,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Wang Zhengming,China,Tanongsak Saensomboonsuk,Thailand,1,"17-21, 21-15, 21-21",0,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Tanongsak Saensomboonsuk,Thailand,Brice Leverdez,France,0,"15-21, 21-10, 15-8",0,0,0
Malaysia Open Super Series Premier 2015,750,first round,2015-03-31,Malaysia,Prannoy Kumar,India,Scott Evans,Republic of Ireland,1,"22-20, 21-18",0,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Prannoy Kumar,India,Tommy Sugiarto,Indonesia,0,,0,0,1
Malaysia Open Super Series Premier 2015,750,quarterfinals,2015-03-31,Malaysia,Lin Dan,China,Zulfadli Zulkiffli,Malaysia,1,,5,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Tian Houwei,China,Rajiv Ouseph,England,1,,0,0,0
Malaysia Open Super Series Premier 2015,750,semifinals,2015-03-31,Malaysia,Lin Dan,China,Dionysius Hayom Rumbaka,Indonesia,1,"14-18, 21-21, 21-21",5,0,0
Malaysia Open Super Series Premier 2015,750,semifinals,2015-03-31,Malaysia,Jan Ø. Jørgensen,Denmark,Nguyen Tien Minh,Vietnam,0,"21-21, 11-19, 14-17",2,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Dionysius Hayom Rumbaka,Indonesia,Wei Nan,Hong Kong,0,"14-19, 21-21, 21-13",0,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Wei Nan,Hong Kong,Hans-Kristian Vittinghus,Denmark,1,"21-21, 18-17, 21-17",0,8,0
Malaysia Open Super Series Premier 2015,750,quarterfinals,2015-03-31,Malaysia,Wei Nan,Hong Kong,Wong Wing Ki,Hong Kong,0,,0,0,0
Malaysia Open Super Series Premier 2015,750,quarterfinals,2015-03-31,Malaysia,Jan Ø. Jørgensen,Denmark,Kenichi Tago,Japan,1,,2,0,0
Malaysia Open Super Series Premier 2015,750,second round,2015-03-31,Malaysia,Kenichi Tago,Japan,Lee Hyun-il,South Korea,0,"11-7, 17-10",0,0,0
Malaysia Open Super Series Premier 2015,750,semifinals,2015-03-31,Malaysia,Chen Long,China,Wang Zhengming,China,1,"21-18, 21-16",1,0,0
Malaysia Open Super Series Premier 2015,750,final,2015-03-31,Malaysia,Chen Long,China,Lin Dan,China,1,"20-22, 21-13, 21-11",1,5,0
Malaysia Open Super Series Premier 2015,750,semifinals,2015-03-31,Malaysia,Lin Dan,China,Jan Ø. Jørgensen,Denmark,1,"14-21, 21-19, 21-17",5,2,0
Singapore Super Series 2015,500,first round,2015-04-07,Singapore,Chen Long,China,Lee Dong-keun,South Korea,1,"21-10, 21-13",1,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Chen Long,China,Hu Yun,Hong Kong,0,,1,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Hu Yun,Hong Kong,Kenichi Tago,Japan,1,,0,0,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Hu Yun,Hong Kong,Dionysius Hayom Rumbaka,Indonesia,1,,0,0,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Tian Houwei,China,Chong Wei Feng,Malaysia,0,,0,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Dionysius Hayom Rumbaka,Indonesia,Hsu Jen-hao,Chinese Taipei,0,,0,0,0
Singapore Super Series 2015,500,semifinals,2015-04-07,Singapore,Hu Yun,Hong Kong,Son Wan-ho,South Korea,1,"20-16, 21-21, 21-21",0,4,0
Singapore Super Series 2015,500,semifinals,2015-04-07,Singapore,Kashyap Parupalli,India,Gurusai Datt,India,0,"21-22, 12-11, 15-14",0,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Son Wan-ho,South Korea,Kashyap Parupalli,India,0,"21-15, 21-20",4,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Kashyap Parupalli,India,Lee Hyun-il,South Korea,1,"21-11, 22-13",0,0,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Kashyap Parupalli,India,Hans-Kristian Vittinghus,Denmark,1,"21-21, 21-22",0,7,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Brice Leverdez,France,Takuma Ueda,Japan,0,"18-6, 20-17",0,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Hans-Kristian Vittinghus,Denmark,Brice Leverdez,France,0,"14-13, 21-21, 21-18",7,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Brice Leverdez,France,Ng Ka Long,Hong Kong,1,"21-21, 19-17, 21-17",0,0,0
Singapore Super Series 2015,500,first round,2015-04-07,Singapore,Mohamad Arif Abdul Latif,Malaysia,Simon Santoso,Indonesia,0,"21-14, 21-14",0,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Simon Santoso,Indonesia,Rajiv Ouseph,England,1,,0,0,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Simon Santoso,Indonesia,Tanongsak Saensomboonsuk,Thailand,1,,0,0,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Tanongsak Saensomboonsuk,Thailand,Marc Zwiebler,Germany,0,,0,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Tanongsak Saensomboonsuk,Thailand,Nguyen Tien Minh,Vietnam,1,,0,0,0
Singapore Super Series 2015,500,semifinals,2015-04-07,Singapore,Simon Santoso,Indonesia,Kento Momota,Japan,0,"21-10, 21-13",0,0,0
Singapore Super Series 2015,500,semifinals,2015-04-07,Singapore,Kento Momota,Japan,Wei Nan,Hong Kong,1,"21-13, 21-12",0,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Kento Momota,Japan,Scott Evans,Republic of Ireland,1,,0,0,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Kento Momota,Japan,Prannoy Kumar,India,1,,0,0,0
Singapore Super Series 2015,500,quarterfinals,2015-04-07,Singapore,Prannoy Kumar,India,Wong Wing Ki,Hong Kong,0,,0,0,0
Singapore Super Series 2015,500,second round,2015-04-07,Singapore,Prannoy Kumar,India,Sai Praneeth B.,India,1,"21-11, 21-18",0,0,0
Singapore Super Series 2015,500,semifinals,2015-04-07,Singapore,Hu Yun,Hong Kong,Kashyap Parupalli,India,1,"20-22, 21-11, 21-14",0,0,0
Singapore Super Series 2015,500,final,2015-04-07,Singapore,Hu Yun,Hong Kong,Kento Momota,Japan,0,"21-17, 16-21, 21-15",0,0,0
Singapore Super Series 2015,500,semifinals,2015-04-07,Singapore,Simon Santoso,Indonesia,Kento Momota,Japan,0,"21-10, 21-13",0,0,0
Australian Super Series 2015,500,first round,2015-05-26,Australia,Chen Long,China,Gurusai Datt,India,1,"15-21, 21-9, 21-17",1,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Chen Long,China,Hu Yun,Hong Kong,1,"21-21, 21-21",1,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Hu Yun,Hong Kong,Sho Sasaki,Japan,0,"11-11, 18-8",0,0,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Chen Long,China,Kento Momota,Japan,1,"21-23, 21-21",1,8,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Wong Wing Ki,Hong Kong,Wei Nan,Hong Kong,0,"21-14, 17-13",0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Kento Momota,Japan,Wong Wing Ki,Hong Kong,0,"23-17, 21-6",8,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Wong Wing Ki,Hong Kong,Scott Evans,Republic of Ireland,1,"21-21, 21-15",0,0,0
Australian Super Series 2015,500,semifinals,2015-05-26,Australia,Chen Long,China,Srikanth Kidambi,India,1,,1,4,0
Australian Super Series 2015,500,semifinals,2015-05-26,Australia,Tian Houwei,China,Hans-Kristian Vittinghus,Denmark,0,,0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Srikanth Kidambi,India,Ng Ka Long,Hong Kong,0,,4,0,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Tian Houwei,China,Chou Tien-chen,Chinese Taipei,1,"21-21, 21-21",0,7,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Rajiv Ouseph,England,Marc Zwiebler,Germany,0,"14-9, 18-12",0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Chou Tien-chen,Chinese Taipei,Rajiv Ouseph,England,0,,7,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Rajiv Ouseph,England,Kenichi Tago,Japan,1,,0,0,0
Australian Super Series 2015,500,first round,2015-05-26,Australia,Brice Leverdez,France,Tommy Sugiarto,Indonesia,1,"7-21, 21-18, 21-14",0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Brice Leverdez,France,Kashyap Parupalli,India,0,,0,0,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Wang Zhengming,China,Chong Wei Feng,Malaysia,0,,6,0,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Jan Ø. Jørgensen,Denmark,Lee Hyun-il,South Korea,1,,3,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Lee Hyun-il,South Korea,Tanongsak Saensomboonsuk,Thailand,0,"17-20, 14-10",0,0,0
Australian Super Series 2015,500,semifinals,2015-05-26,Australia,Jan Ø. Jørgensen,Denmark,Hsu Jen-hao,Chinese Taipei,0,,3,0,0
Australian Super Series 2015,500,semifinals,2015-05-26,Australia,Viktor Axelsen,Denmark,Takuma Ueda,Japan,1,,0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Takuma Ueda,Japan,Boonsak Ponsana,Thailand,0,,0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Boonsak Ponsana,Thailand,Son Wan-ho,South Korea,1,,0,5,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Boonsak Ponsana,Thailand,Xue Song,China,0,"21-19, 21-15",0,0,0
Australian Super Series 2015,500,quarterfinals,2015-05-26,Australia,Viktor Axelsen,Denmark,Kenta Nishimoto,Japan,1,"21-13, 21-15",0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Xue Song,China,Viktor Axelsen,Denmark,0,"19-19, 21-21, 21-14",0,0,0
Australian Super Series 2015,500,second round,2015-05-26,Australia,Viktor Axelsen,Denmark,Lin Dan,China,1,"21-21, 18-12, 21-15",0,2,0
Australian Super Series 2015,500,semifinals,2015-05-26,Australia,Chen Long,China,Tian Houwei,China,1,"21-14, 21-19",1,0,0
Australian Super Series 2015,500,final,2015-05-26,Australia,Chen Long,China,Viktor Axelsen,Denmark,1,"21-12, 14-21, 21-18",1,0,0
Australian Super Series 2015,500,semifinals,2015-05-26,Australia,Jan Ø. Jørgensen,Denmark,Viktor Axelsen,Denmark,0,"21-17, 21-15",3,0,0
Indonesia Open Super Series Premier 2015,750,first round,2015-06-02,Indonesia,Chen Long,China,Wei Nan,Hong Kong,1,"21-19, 21-12",1,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Chen Long,China,Takuma Ueda,Japan,1,"21-18, 21-15",1,0,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Chen Long,China,Son Wan-ho,South Korea,0,,1,5,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Kashyap Parupalli,India,Tian Houwei,China,1,,0,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Son Wan-ho,South Korea,Tanongsak Saensomboonsuk,Thailand,0,"17-11, 7-14",5,0,0
Indonesia Open Super Series Premier 2015,750,semifinals,2015-06-02,Indonesia,Kashyap Parupalli,India,Srikanth Kidambi,India,0,"11-21, 21-17, 24-19",0,4,0
Indonesia Open Super Series Premier 2015,750,semifinals,2015-06-02,Indonesia,Kento Momota,Japan,Hans-Kristian Vittinghus,Denmark,1,"12-21, 21-14, 21-22",8,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Srikanth Kidambi,India,Brice Leverdez,France,0,,4,0,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Anthony Ginting,Indonesia,Kento Momota,Japan,0,"20-21, 21-16, 21-15",0,8,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Kento Momota,Japan,Wong Wing Ki,Hong Kong,1,"13-22, 21-18, 21-18",8,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Kento Momota,Japan,Viktor Axelsen,Denmark,1,"21-13, 21-16",8,0,0
Indonesia Open Super Series Premier 2015,750,first round,2015-06-02,Indonesia,Lee Hyun-il,South Korea,Sho Sasaki,Japan,1,"21-13, 21-17",0,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Lee Hyun-il,South Korea,Jonatan Christie,Indonesia,0,"21-17, 21-19",0,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Jonatan Christie,Indonesia,Chou Tien-chen,Chinese Taipei,1,"21-18, 21-19",0,7,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Jonatan Christie,Indonesia,Xue Song,China,0,"14-13, 14-15",0,0,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Jan Ø. Jørgensen,Denmark,Dionysius Hayom Rumbaka,Indonesia,1,"21-21, 21-21",3,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Dionysius Hayom Rumbaka,Indonesia,Lee Dong-keun,South Korea,0,,0,0,0
Indonesia Open Super Series Premier 2015,750,semifinals,2015-06-02,Indonesia,Jan Ø. Jørgensen,Denmark,Kenichi Tago,Japan,1,"21-21, 11-21",3,0,0
Indonesia Open Super Series Premier 2015,750,semifinals,2015-06-02,Indonesia,Marc Zwiebler,Germany,Hsu Jen-hao,Chinese Taipei,0,"19-17, 9-5",0,0,1
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Kenichi Tago,Japan,Zulfadli Zulkiffli,Malaysia,1,"21-11, 21-15",0,0,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Kenichi Tago,Japan,Marc Zwiebler,Germany,0,,0,0,0
Indonesia Open Super Series Premier 2015,750,quarterfinals,2015-06-02,Indonesia,Marc Zwiebler,Germany,Scott Evans,Republic of Ireland,1,,0,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Marc Zwiebler,Germany,Tommy Sugiarto,Indonesia,1,"16-19, 22-21, 21-21",0,0,0
Indonesia Open Super Series Premier 2015,750,second round,2015-06-02,Indonesia,Tommy Sugiarto,Indonesia,Lin Dan,China,0,"21-21, 8-20, 16-19",0,2,0
Indonesia Open Super Series Premier 2015,750,semifinals,2015-06-02,Indonesia,Kashyap Parupalli,India,Kento Momota,Japan,0,"12-21, 21-17, 21-19",0,8,0
Indonesia Open Super Series Premier 2015,750,final,2015-06-02,Indonesia,Kento Momota,Japan,Jan Ø. Jørgensen,Denmark,1,"16-21, 21-19, 21-7",8,3,0
Indonesia Open Super Series Premier 2015,750,semifinals,2015-06-02,Indonesia,Jan Ø. Jørgensen,Denmark,Marc Zwiebler,Germany,1,"21-17, 11-5",3,0,1
Japan Super Series 2015,500,first round,2015-09-08,Japan,Chen Long,China,Rajiv Ouseph,England,1,"21-10, 21-14",1,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Chen Long,China,Tian Houwei,China,0,"22-16, 21-17",1,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Tian Houwei,China,Ng Ka Long,Hong Kong,1,"21-20, 21-16",0,0,0
Japan Super Series 2015,500,quarterfinals,2015-09-08,Japan,Tian Houwei,China,Lin Dan,China,0,,0,5,0
Japan Super Series 2015,500,quarterfinals,2015-09-08,Japan,Lin Dan,China,Son Wan-ho,South Korea,1,,5,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Lin Dan,China,Boonsak Ponsana,Thailand,1,,5,0,0
Japan Super Series 2015,500,semifinals,2015-09-08,Japan,Lin Dan,China,Kento Momota,Japan,1,"21-21, 21-21",5,4,0
Japan Super Series 2015,500,semifinals,2015-09-08,Japan,Tommy Sugiarto,Indonesia,Wei Nan,Hong Kong,0,"17-17, 17-17",0,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Kento Momota,Japan,Tommy Sugiarto,Indonesia,0,,4,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Tommy Sugiarto,Indonesia,Hsu Jen-hao,Chinese Taipei,1,,0,0,0
Japan Super Series 2015,500,quarterfinals,2015-09-08,Japan,Tommy Sugiarto,Indonesia,Wang Zhengming,China,1,,0,8,0
Japan Super Series 2015,500,quarterfinals,2015-09-08,Japan,Ihsan Maulana Mustofa,Indonesia,Hu Yun,Hong Kong,0,,0,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Hu Yun,Hong Kong,Ihsan Maulana Mustofa,Indonesia,0,,0,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Ihsan Maulana Mustofa,Indonesia,Marc Zwiebler,Germany,1,,0,0,0
Japan Super Series 2015,500,first round,2015-09-08,Japan,Tanongsak Saensomboonsuk,Thailand,Dionysius Hayom Rumbaka,Indonesia,0,"24-22, 15-21, 21-14",0,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Dionysius Hayom Rumbaka,Indonesia,Sho Sasaki,Japan,0,,0,0,0
Japan Super Series 2015,500,quarterfinals,2015-09-08,Japan,Chou Tien-chen,Chinese Taipei,Takuma Ueda,Japan,1,,6,0,1
Japan Super Series 2015,500,second round,2015-09-08,Japan,Parupalli Kashyap,India,Scott Evans,Republic of Ireland,1,"21-18, 21-15",0,0,0
Japan Super Series 2015,500,semifinals,2015-09-08,Japan,Chou Tien-chen,Chinese Taipei,Wang Tzu-wei,Chinese Taipei,0,,6,0,0
Japan Super Series 2015,500,semifinals,2015-09-08,Japan,Viktor Axelsen,Denmark,Hans-Kristian Vittinghus,Denmark,1,,7,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Hans-Kristian Vittinghus,Denmark,Ajay Jayaram,India,0,"10-10, 10-18",0,0,0
Japan Super Series 2015,500,quarterfinals,2015-09-08,Japan,Viktor Axelsen,Denmark,Wong Wing Ki,Hong Kong,1,"23-21, 21-20",7,0,0
Japan Super Series 2015,500,quarterfinals,2015-09-08,Japan,Lee Dong-keun,South Korea,H. S. Prannoy,India,0,"23-21, 22-17",0,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,H. S. Prannoy,India,Lee Dong-keun,South Korea,0,"23-9, 21-16",0,0,0
Japan Super Series 2015,500,second round,2015-09-08,Japan,Lee Dong-keun,South Korea,B. Sai Praneeth,India,1,"21-21, 21-10",0,0,0
Japan Super Series 2015,500,semifinals,2015-09-08,Japan,Lin Dan,China,Tommy Sugiarto,Indonesia,1,"21-17, 21-17",5,0,0
Japan Super Series 2015,500,final,2015-09-08,Japan,Lin Dan,China,Viktor Axelsen,Denmark,1,"21-19, 16-21, 21-19",5,7,0
Japan Super Series 2015,500,semifinals,2015-09-08,Japan,Chou Tien-chen,Chinese Taipei,Viktor Axelsen,Denmark,0,"21-19, 21-13",6,7,0
Korea Open Super Series 2015,500,first round,2015-09-15,South Korea,Chen Long,China,Tanongsak Saensomboonsuk,Thailand,1,"21-10, 21-12",1,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Chen Long,China,Dionysius Hayom Rumbaka,Indonesia,1,"21-16, 21-21",1,0,0
Korea Open Super Series 2015,500,quarterfinals,2015-09-15,South Korea,Chen Long,China,Lin Dan,China,1,"25-21, 21-21",1,5,0
Korea Open Super Series 2015,500,quarterfinals,2015-09-15,South Korea,Son Wan-ho,South Korea,Riichi Takeshita,Japan,0,"17-23, 17-13",0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Lin Dan,China,Rajiv Ouseph,England,0,"13-10, 8-15",5,0,0
Korea Open Super Series 2015,500,semifinals,2015-09-15,South Korea,Chen Long,China,Kento Momota,Japan,1,"21-21, 21-21",1,3,0
Korea Open Super Series 2015,500,semifinals,2015-09-15,South Korea,Kento Momota,Japan,Ng Ka Long,Hong Kong,0,"12-9, 15-13",3,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Kento Momota,Japan,Zulfadli Zulkiffli,Malaysia,1,,3,0,0
Korea Open Super Series 2015,500,quarterfinals,2015-09-15,South Korea,Kento Momota,Japan,Kashyap Parupalli,India,1,,3,8,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Wei Nan,Hong Kong,Hsu Jen-hao,Chinese Taipei,1,,0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Hsu Jen-hao,Chinese Taipei,Hu Yun,Hong Kong,0,,0,0,0
Korea Open Super Series 2015,500,first round,2015-09-15,South Korea,Boonsak Ponsana,Thailand,Hans-Kristian Vittinghus,Denmark,1,"21-16, 21-17",0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Boonsak Ponsana,Thailand,H. S. Prannoy,India,0,"21-19, 19-21, 17-13",0,0,0
Korea Open Super Series 2015,500,quarterfinals,2015-09-15,South Korea,Chou Tien-chen,Chinese Taipei,Marc Zwiebler,Germany,1,,7,0,0
Korea Open Super Series 2015,500,quarterfinals,2015-09-15,South Korea,Tian Houwei,China,Ihsan Maulana Mustofa,Indonesia,0,,0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Ihsan Maulana Mustofa,Indonesia,Tian Houwei,China,0,,0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Tian Houwei,China,Srikanth Kidambi,India,1,,0,4,0
Korea Open Super Series 2015,500,semifinals,2015-09-15,South Korea,Chou Tien-chen,Chinese Taipei,Wong Wing Ki,Hong Kong,0,,7,0,0
Korea Open Super Series 2015,500,semifinals,2015-09-15,South Korea,Ajay Jayaram,India,Jeon Hyeok-jin,South Korea,1,,0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Wong Wing Ki,Hong Kong,Ajay Jayaram,India,0,,0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Ajay Jayaram,India,Viktor Axelsen,Denmark,1,,0,6,0
Korea Open Super Series 2015,500,quarterfinals,2015-09-15,South Korea,Ajay Jayaram,India,Sho Sasaki,Japan,1,,0,0,0
Korea Open Super Series 2015,500,quarterfinals,2015-09-15,South Korea,Sho Sasaki,Japan,Scott Evans,Republic of Ireland,0,,0,0,0
Korea Open Super Series 2015,500,second round,2015-09-15,South Korea,Sho Sasaki,Japan,Lee Dong-keun,South Korea,1,"21-21, 16-21, 21-13",0,0,0
Korea Open Super Series 2015,500,semifinals,2015-09-15,South Korea,Chen Long,China,Kento Momota,Japan,1,"21-9, 21-13",1,3,0
Korea Open Super Series 2015,500,final,2015-09-15,South Korea,Chen Long,China,Ajay Jayaram,India,1,"21-14, 21-13",1,0,0
Korea Open Super Series 2015,500,semifinals,2015-09-15,South Korea,Chou Tien-chen,Chinese Taipei,Ajay Jayaram,India,0,"21-19, 21-15",7,0,0
Denmark Super Series Premier 2015,750,first round,2015-10-13,Denmark,Chen Long,China,Wong Wing Ki,Hong Kong,1,"21-12, 22-20",1,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Chen Long,China,Lee Dong-keun,South Korea,1,"21-16, 21-17",1,0,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Chen Long,China,Kashyap Parupalli,India,1,,1,8,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Wei Nan,Hong Kong,Lee Chong Wei,Malaysia,0,,0,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Lee Chong Wei,Malaysia,Wei Nan,Hong Kong,0,,0,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Wei Nan,Hong Kong,Emil Holst,Denmark,1,,0,0,0
Denmark Super Series Premier 2015,750,semifinals,2015-10-13,Denmark,Chen Long,China,Lin Dan,China,1,,1,3,0
