tier,round,start_date,player_a,player_b,player_a_won,same_nationality,h2h_win_rate_a_vs_b,player_a_is_home,player_a_matches_last_14_days,player_a_days_since_last_match,player_a_recent_win_rate,player_b_is_home,player_b_matches_last_14_days,player_b_days_since_last_match,player_b_recent_win_rate,player_a_elo,player_b_elo,elo_diff,player_a_ema_form,player_b_ema_form,h2h_last_winner,player_a_win_streak,player_b_win_streak,player_a_matches_last_7_days,player_b_matches_last_7_days
300,First Round,2021-05-18,Alejandro Alcalá,Mads Christophersen,0,0,0.5,1,0,100,0.5,0,0,56,0.75,1500.0,1517.05,-17.05,0.5,0.4942,0.5,0,-1,0,0
300,Second Round,2021-05-18,Ygor Coelho de Oliveira,Victor Svendsen,1,0,0.5,0,0,56,0.3333,0,0,56,0.6667,1479.29,1522.42,-43.13,0.4715,0.7771,0.5,1,3,0,0
300,Second Round,2021-05-18,Lee Dong-keun,Pablo Abián,1,0,0.5,0,0,100,0.5,1,0,62,0.3333,1523.07,1493.59,29.49,0.755,0.567,0.5,2,1,0,0
300,Quarter-finals,2021-05-18,Chico Aura Dwi Wardoyo,Ygor Coelho de Oliveira,1,0,0.5,0,0,56,0.0,0,0,56,0.3333,1480.43,1492.77,-12.34,0.245,0.63,0.5,-2,2,0,0
300,Semi-finals,2021-05-18,Shesar Hiren Rhustavito,Chico Aura Dwi Wardoyo,0,1,0.5,0,0,77,0.6667,0,0,56,0.0,1513.93,1492.85,21.08,0.6815,0.4715,0.5,2,1,0,0
300,Final,2021-05-18,Chico Aura Dwi Wardoyo,Toma Junior Popov,0,0,0.5,0,0,56,0.0,0,0,56,0.625,1505.58,1546.48,-40.9,0.63,0.8975,0.5,2,4,0,0
300,Semi-finals,2021-05-18,Lee Dong-keun,Toma Junior Popov,0,0,0.5,0,0,100,0.5,0,0,56,0.625,1534.06,1557.07,-23.01,0.8285,0.9283,0.5,3,5,0,0
300,First Round,2021-05-18,Shesar Hiren Rhustavito,Ihsan Maulana Mustofa,1,1,0.5,0,0,77,0.6667,0,0,100,0.5,1501.2,1500.0,1.2,0.477,0.5,0.5,-1,0,0,0
300,Second Round,2021-05-18,Shesar Hiren Rhustavito,Max Weißkirchen,1,0,0.5,0,0,77,0.6667,0,0,56,0.0,1513.16,1490.02,23.14,0.6339,0.35,0.5,1,-1,0,0
300,First Round,2021-05-18,Leong Jun Hao,Max Weißkirchen,0,0,0.5,0,0,100,0.5,0,0,56,0.0,1500.0,1478.82,21.18,0.5,0.245,0.5,0,-2,0,0
300,Quarter-finals,2021-05-18,Shesar Hiren Rhustavito,Cheam June Wei,1,0,0.5,0,0,77,0.6667,0,0,56,0.0,1524.36,1490.34,34.02,0.7438,0.35,0.5,2,-1,0,0
300,First Round,2021-05-18,Ygor Coelho de Oliveira,Georges Paul,1,0,0.5,0,0,56,0.3333,0,0,100,0.5,1480.34,1500.0,-19.66,0.441,0.5,0.5,-1,0,0,0
300,Second Round,2021-05-18,Felix Burestedt,Cheam June Wei,0,0,0.5,0,0,77,0.0,0,0,56,0.0,1488.0,1479.51,8.49,0.35,0.245,0.5,-1,-2,0,0
300,First Round,2021-05-18,Jeppe Bruun,Cheam June Wei,0,0,0.5,0,0,100,0.5,0,0,56,0.0,1500.0,1491.81,8.19,0.5,0.4715,0.5,0,1,0,0
